case,DAT,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량,predicted_weight_g
6,23,26.39138886,69.94354167,435.2055556,0.269663948,544.7083333,13073,8614.103321,206738.4797,730.93895,17542.5348,1245.954938,29902.9185,10590.99721,254183.933,34.22660897
6,24,27.33527772,69.98659721,432.5888889,0.249968406,544.7083333,13073,8615.650371,206775.6089,730.4563,17530.9512,1245.106417,29882.554,10591.21309,254189.1141,36.01576212
6,25,27.04152772,69.89458327,504.4397756,0.24409576,544.7083333,13073,8615.779292,206778.703,730.1805,17524.332,1246.999271,29927.9825,10592.95906,254231.0175,36.79037461
6,26,27.48868044,70.11652771,489.8036111,0.231479004,544.7083333,13073,8615.779292,206778.703,731.35265,17552.4636,1246.085479,29906.0515,10593.21742,254237.2181,37.56498711
6,27,31.26003598,90.66691563,564.1712908,0.232589775,544.7083333,13073,8615.779292,206778.703,731.35265,17552.4636,1246.085479,29906.0515,10593.21742,254237.2181,37.94021659
7,0,25.78312494,59.56479164,519.89375,1.833170523,544.7083333,13073,8618.099867,206834.3968,729.14625,17499.51,1246.281292,29910.751,10593.52741,254244.6578,2.844208774
7,1,26.2325694,59.1747223,540.9548611,1.23863647,544.7083333,13073,8615.908213,206781.7971,730.80105,17539.2252,1246.477104,29915.4505,10593.18637,254236.4728,2.850586223
7,2,27.82124991,53.7429167,552.8111111,0.702048794,544.7083333,13073,8613.329796,206719.9151,730.52525,17532.606,1245.693854,29896.6525,10589.5489,254149.1736,2.902921522
7,3,27.6681943,56.02131942,542.0972222,0.210463377,544.7083333,13073,8616.552817,206797.2676,729.14625,17499.51,1245.3675,29888.82,10591.06657,254185.5976,2.9873784
7,4,28.5717359,49.91138886,496.0347222,0.006356958,544.7083333,13073,8618.61555,206846.7732,730.38735,17529.2964,1247.195083,29932.682,10596.19798,254308.7516,2.996939454
7,5,29.04618034,50.64097219,517.8847222,0,544.7083333,13073,8614.747925,206753.9502,730.87,17540.88,1245.889667,29901.352,10591.50759,254196.1822,3.109714446
7,6,29.75951371,52.26479166,664.5604167,0,544.7083333,13073,8615.650371,206775.6089,729.42205,17506.1292,1245.106417,29882.554,10590.17884,254164.2921,3.30202062
7,7,28.19562487,50.61000007,592.3326389,0.793160762,544.7083333,13073,8616.939579,206806.5499,730.24945,17525.9868,1247.064542,29929.549,10594.25357,254262.0857,3.610259798
7,8,28.12608044,49.64265645,573.6463865,1.984093259,576.75,13842,8613.716558,206729.1974,731.07685,17545.8444,1244.714792,29873.155,10589.5082,254148.1968,3.99250203
7,9,27.88944434,51.61270141,562.1034722,2.030761237,544.7083333,13073,8615.134688,206763.2325,729.28415,17502.8196,1246.346563,29912.3175,10590.7654,254178.3696,4.864522861
7,10,28.01274299,53.43159718,506.1055556,2.063988412,544.7083333,13073,8612.298429,206695.1623,729.7668,17514.4032,1246.477104,29915.4505,10588.54233,254125.016,5.948902961
7,11,27.72442841,57.2259029,496.1291667,2.102085663,544.7083333,13073,8608.044042,206593.057,730.1805,17524.332,1245.171688,29884.1205,10583.39623,254001.5095,7.403576686
7,12,28.97499986,58.23381939,485.3819444,2.122308636,544.7083333,13073,8615.52145,206772.5148,729.28415,17502.8196,1245.759125,29898.219,10590.56473,254173.5534,9.107230806
7,13,29.06650682,59.63163205,499.5159722,2.169437237,544.7083333,13073,8615.908213,206781.7971,730.52525,17532.606,1246.999271,29927.9825,10593.43273,254242.3856,10.80570099
7,14,28.71097211,60.96298612,547.7388889,2.2299816,544.7083333,13073,8612.943033,206710.6328,730.24945,17525.9868,1246.15075,29907.618,10589.34323,254144.2376,12.37345683
7,15,27.73339569,59.95923605,532.8347222,2.311967037,544.7083333,13073,8613.845479,206732.2915,730.93895,17542.5348,1246.020208,29904.485,10590.80464,254179.3113,14.47069333
7,16,28.34627063,61.74659724,537.075,2.363595155,544.7083333,13073,8612.298429,206695.1623,729.55995,17509.4388,1244.780063,29874.7215,10586.63844,254079.3226,15.87820507
7,17,28.49472204,62.17409708,556.1701389,2.434256518,544.7083333,13073,8615.650371,206775.6089,730.24945,17525.9868,1246.934,29926.416,10592.83382,254228.0117,19.06852522
7,18,28.85743049,63.33361107,508.7388889,2.509057871,544.7083333,13073,8613.458717,206723.0092,729.83575,17516.058,1246.672917,29920.15,10589.96738,254159.2172,22.04152348
7,19,27.72405543,63.61687493,507.45625,2.62799105,544.7083333,13073,8571.301604,205711.2385,728.31885,17479.6524,1239.754208,29754.101,10539.37466,252944.9919,24.92263676
7,20,26.6043194,65.799111,534.3694444,2.759552329,544.7083333,13073,8611.782746,206682.7859,731.35265,17552.4636,1244.453708,29866.889,10587.5891,254102.1385,28.60007237
7,21,24.08049655,67.58256217,522.8381944,2.94032525,544.7083333,13073,8613.071954,206713.7269,728.73255,17489.5812,1243.344104,29840.2585,10585.14861,254043.5666,33.11789517
7,22,24.18158965,68.85687643,535.9743056,3.040879567,544.7083333,13073,8600.695554,206416.6933,729.28415,17502.8196,1244.192625,29860.623,10574.17233,253780.1359,37.87114353
7,23,24.8115347,70.59002318,519.0474341,3.197803819,576.75,13842,8598.5039,206364.0936,728.59465,17486.2716,1242.038688,29808.9285,10569.13724,253659.2937,41.69127023
7,24,23.71666654,72.75465966,492.140625,3.389657353,544.7083333,13073,8611.009221,206664.2213,728.3878,17481.3072,1244.518979,29868.4555,10583.916,254013.984,47.46293595
7,25,21.33006933,72.17159786,482.7277778,3.522214878,544.7083333,13073,8608.559725,206605.4334,729.00835,17496.2004,1245.759125,29898.219,10583.3272,253999.8528,51.10034872
7,26,21.22184017,73.09836674,494.4305556,3.596032187,544.7083333,13073,8605.207783,206524.9868,730.24945,17525.9868,1244.975875,29879.421,10580.43311,253930.3946,56.66581413
7,27,23.53837247,74.59598883,654.85625,3.602895687,544.7083333,13073,8609.977854,206639.4685,730.11155,17522.6772,1244.649521,29871.5885,10584.73893,254033.7342,63.75211185
8,0,29.74965265,71.3720021,526.1215278,0,92.55,2221.2,7594.081688,182257.9605,0,0,0,0,7594.081688,182257.9605,1.918119062
8,1,30.90875003,67.74375981,548.146627,1.253851931,92.55,2221.2,7598.078233,182353.8776,0,0,0,0,7598.078233,182353.8776,2.071780695
8,2,30.41409704,69.63865281,505.3986111,2.110684643,92.55,2221.2,7633.531463,183204.7551,0,0,0,0,7633.531463,183204.7551,2.210767645
8,3,29.37102765,70.71050687,517.2833333,2.143313982,92.55,2221.2,7614.966863,182759.2047,0,0,0,0,7614.966863,182759.2047,2.40926574
8,4,30.79597211,71.66400701,428.2701389,2.179830757,92.55,2221.2,7591.245429,182189.8903,0,0,0,0,7591.245429,182189.8903,2.808479199
8,5,33.57340265,70.95145834,431.4347222,2.178680732,92.55,2221.2,7589.569458,182149.667,0,0,0,0,7589.569458,182149.667,3.2010713
8,6,30.28201383,69.72374989,488.3118056,2.23312453,92.55,2221.2,7593.566004,182245.5841,0,0,0,0,7593.566004,182245.5841,3.541081364
8,7,28.12749997,70.9357918,491.8701389,2.324200111,92.55,2221.2,7589.182696,182140.3847,0,0,0,0,7589.182696,182140.3847,4.151599465
8,8,26.8765306,71.74084434,484.46875,2.399951496,92.55,2221.2,7606.071325,182545.7118,0,0,0,0,7606.071325,182545.7118,4.915218444
8,9,26.79888872,72.04601028,480.5680556,2.442778741,92.55,2221.2,7593.566004,182245.5841,0,0,0,0,7593.566004,182245.5841,5.927594913
8,10,27.40069433,71.82763879,450.4375,2.464028888,92.55,2221.2,7604.911038,182517.8649,0,0,0,0,7604.911038,182517.8649,7.141925664
8,11,26.99138888,71.778132,434.0930556,2.505710959,92.55,2221.2,7592.9214,182230.1136,0,0,0,0,7592.9214,182230.1136,8.666911265
8,12,27.62743038,72.15572913,417.1416667,2.537076821,92.55,2221.2,7606.715929,182561.1823,0,0,0,0,7606.715929,182561.1823,10.63712378
8,13,28.16048603,72.2498356,455.2180556,2.563516949,97.69166667,2344.6,7603.106146,182474.5475,0,0,0,0,7603.106146,182474.5475,12.93377043
8,14,27.69361102,72.56879352,471.0534722,2.638039639,92.55,2221.2,7579.642554,181911.4213,0,0,0,0,7579.642554,181911.4213,14.9009981
8,15,27.49374994,72.91609082,484.6128472,2.696873097,95.12083333,2282.9,7601.559096,182437.4183,0,0,0,0,7601.559096,182437.4183,16.95740211
8,16,24.30944431,73.90008333,408.0541667,2.857688932,92.55,2221.2,7591.890033,182205.3608,0,0,0,0,7591.890033,182205.3608,21.48934514
8,17,26.33138882,74.98025523,409.6902778,2.872875485,92.55,2221.2,7580.029317,181920.7036,0,0,0,0,7580.029317,181920.7036,24.96909764
8,18,28.13513875,75.39195037,423.5826389,2.907982666,92.55,2221.2,7630.437363,183130.4967,0,0,0,0,7630.437363,183130.4967,26.34957937
8,19,27.19180547,75.27498347,417.2347222,2.995913132,92.55,2221.2,7590.214063,182165.1375,0,0,0,0,7590.214063,182165.1375,33.04674964
8,20,26.54569434,74.98643762,443.7420139,3.067094185,92.55,2221.2,7591.245429,182189.8903,0,0,0,0,7591.245429,182189.8903,37.8085827
8,21,28.62229161,75.48109015,465.6194445,3.081461835,92.55,2221.2,7586.346438,182072.3145,0,0,0,0,7586.346438,182072.3145,41.04937285
8,22,28.41201377,75.52299139,454.9142361,3.199755372,92.55,2221.2,7592.9214,182230.1136,0,0,0,0,7592.9214,182230.1136,46.81246392
8,23,28.1302083,76.001654,444.1854167,3.392469545,92.55,2221.2,7591.761113,182202.2667,0,0,0,0,7591.761113,182202.2667,57.98149223
8,24,28.8603471,76.39220104,441.0715278,3.63158991,92.55,2221.2,7588.924854,182134.1965,0,0,0,0,7588.924854,182134.1965,74.48863206
8,25,31.21819429,77.00957189,421.7617132,3.961743519,92.55,2221.2,7557.597092,181382.3302,0,0,0,0,7557.597092,181382.3302,76.79468143
8,26,28.76538124,76.0468626,422.4648187,4.603782987,92.55,2221.2,7573.196513,181756.7163,0,0,0,0,7573.196513,181756.7163,90.18449127
8,27,28.29256932,76.27208321,463.9875,4.978993086,92.55,2221.2,7584.541546,182028.9971,0,0,0,0,7584.541546,182028.9971,96.25735325
9,0,23.08857835,19.44550957,510.8877312,2.282341508,427.8966667,10269.52,8585.225054,206045.4013,0,0,0,0,8585.225054,206045.4013,1.332344237
9,1,23.34899574,22.02309001,465.9934313,2.291072342,546.1504167,13107.61,8585.225054,206045.4013,0,0,0,0,8585.225054,206045.4013,1.604531877
9,2,23.3576591,20.08648781,454.7367033,2.314463492,628.8795833,15093.11,8585.225054,206045.4013,0,0,0,0,8585.225054,206045.4013,2.073716673
9,3,22.87239737,20.95735173,456.1980249,2.33746286,880.55,21133.2,8585.225054,206045.4013,0,0,0,0,8585.225054,206045.4013,3.041351381
9,4,22.94059784,24.01134299,488.3490702,2.359526345,996.7175,23921.22,8585.225054,206045.4013,0,0,0,0,8585.225054,206045.4013,3.443069885
9,5,22.8776436,24.45520115,468.4775383,2.377329914,760.9054167,18261.73,12150.01502,291600.3604,0,0,0,0,12150.01502,291600.3604,3.790802042
9,6,22.92041657,26.30979169,488.6430556,2.397590545,796.90875,19125.81,12144.9871,291479.6905,0,0,0,0,12144.9871,291479.6905,4.164689464
9,7,23.044861,29.82451387,498.4375,2.416653807,865.9741667,20783.38,12153.36696,291680.807,0,0,0,0,12153.36696,291680.807,5.121922441
9,8,22.94763878,36.05355345,462.4375,2.442538537,860.9920833,20663.81,12157.49243,291779.8182,0,0,0,0,12157.49243,291779.8182,6.153041403
9,9,22.93569435,43.6988472,458.7958333,2.462712933,874.92375,20998.17,12165.61444,291974.7465,0,0,0,0,12165.61444,291974.7465,6.71028629
9,10,22.91756935,48.90505483,447.8958333,2.487747994,961.8883333,23085.32,12151.30423,291631.3014,0,0,0,0,12151.30423,291631.3014,9.244473035
9,11,22.93416658,50.80440253,452.8645833,2.520612698,930.2229167,22325.35,12152.46451,291659.1483,0,0,0,0,12152.46451,291659.1483,12.75879189
9,12,22.58423603,52.15431943,444.6416667,2.575616347,750.7758333,18018.62,12159.813,291835.512,0,0,0,0,12159.813,291835.512,18.77860637
9,13,22.43854159,54.70659714,429.5756944,2.636570726,872.6720833,20944.13,12147.82336,291547.7607,0,0,0,0,12147.82336,291547.7607,18.87662843
9,14,22.38194434,57.22131943,421.2041667,2.717237489,908.5729167,21805.75,12148.59689,291566.3253,0,0,0,0,12148.59689,291566.3253,22.23695654
9,15,22.33972216,60.83533328,420.4305556,2.823698812,938.3116667,22519.48,12164.06739,291937.6173,0,0,0,0,12164.06739,291937.6173,25.62703723
9,16,22.32059196,64.71803209,422.7523305,2.948309523,990.8233333,23779.76,12147.56552,291541.5725,0,0,0,0,12147.56552,291541.5725,29.47539659
9,17,22.29180546,70.43118053,414.5036111,3.101665105,715.8954167,17181.49,12137.25185,291294.0445,0,0,0,0,12137.25185,291294.0445,34.75980401
9,18,22.23652764,71.84593922,417.3597551,3.292003526,718.46625,17243.19,12137.63862,291303.3268,0,0,0,0,12137.63862,291303.3268,40.75514942
9,19,22.21798603,72.50537277,417.1551718,2.885043979,835.91625,20061.99,12165.74336,291977.8406,0,0,0,0,12165.74336,291977.8406,44.18182085
9,20,22.20292831,72.55074589,416.0114995,1.089070317,927.11625,22250.79,12155.42969,291730.3126,0,0,0,0,12155.42969,291730.3126,57.87470639
9,21,22.06222212,71.55688895,409.0020833,0.122370049,677.2641667,16254.34,12159.03948,291816.9474,0,0,0,0,12159.03948,291816.9474,67.48122215
9,22,22.07041657,70.60290954,417.2951389,0.044259661,802.2670833,19254.41,12167.29041,292014.9698,0,0,0,0,12167.29041,292014.9698,67.84018765
9,23,22.10805547,63.59336108,436.496875,0.044971216,946.08125,22705.95,12139.83027,291355.9265,0,0,0,0,12139.83027,291355.9265,70.75300915
9,24,22.27138879,50.47902779,479.9826389,0.044050672,980.6425,23535.42,12150.5307,291612.7368,0,0,0,0,12150.5307,291612.7368,77.43402081
9,25,22.37749989,31.14256948,512.9138889,0.042955474,603.0570833,14473.37,12155.42969,291730.3126,0,0,0,0,12155.42969,291730.3126,78.20837942
9,26,20.55770826,28.67666666,524.6667361,0.041979697,450.2420833,10805.81,12150.65962,291615.8309,0,0,0,0,12150.65962,291615.8309,80.21768657
9,27,18.96173605,32.64347223,526.7125,0.041915509,450.2420833,10805.81,12136.22049,291269.2917,0,0,0,0,12136.22049,291269.2917,85.12165628
10,0,20.7230408,54.81270738,454.6370751,1.189315556,933.7058333,22408.94,8613.329796,206719.9151,731.07685,17545.8444,1244.453708,29866.889,10588.86035,254132.6485,1.248350005
10,1,20.52902772,55.03034727,447.2229167,1.223177607,756.4591667,18155.02,8601.340158,206432.1638,728.59465,17486.2716,1244.323167,29863.756,10574.25798,253782.1914,1.517448516
10,2,20.58379065,52.90411876,447.2350575,1.2190596,933.7058333,22408.94,8613.329796,206719.9151,731.07685,17545.8444,1244.453708,29866.889,10588.86035,254132.6485,1.932632896
10,3,20.55999994,49.67263881,448.8201389,1.222867354,813.8958333,19533.5,8614.232242,206741.5738,728.87045,17492.8908,1243.605188,29846.5245,10586.70788,254080.9891,2.425163276
10,4,21.00385287,51.85925999,448.0066092,1.217125677,756.4591667,18155.02,8601.340158,206432.1638,728.59465,17486.2716,1244.323167,29863.756,10574.25798,253782.1914,3.344095717
10,5,22.34763881,58.31377974,445.9201389,1.20246108,763.1,18314.4,8602.371525,206456.9166,730.5942,17534.2608,1244.192625,29860.623,10577.15835,253851.8004,3.986446683
10,6,23.1832618,57.00731848,449.6220538,1.198219136,883.1208333,21194.9,8590.124046,206162.9771,728.45675,17482.962,1243.474646,29843.3915,10562.05544,253489.3306,4.981859784
10,7,22.60650528,55.63376478,438.5233327,1.213742082,877.8195833,21067.67,8611.395983,206673.5036,730.52525,17532.606,1243.866271,29852.7905,10585.7875,254058.9001,6.017057221
10,8,22.21749608,65.10941262,448.4233949,1.223965536,831.47,19955.28,8601.340158,206432.1638,730.52525,17532.606,1243.278833,29838.692,10575.14424,253803.4618,7.24066845
10,9,22.15047641,69.98323055,440.3418582,1.087145707,855.4229167,20530.15,8615.134688,206763.2325,729.7668,17514.4032,1244.910604,29877.8545,10589.81209,254155.4902,8.855764214
10,10,23.32225807,71.41861162,425.012476,1.222361198,963.8720833,23132.93,8617.0685,206809.644,730.24945,17525.9868,1247.064542,29929.549,10594.38249,254265.1798,10.7331139
10,11,23.60286389,71.09883554,433.1267499,1.229039083,347.4191667,8338.06,8534.817008,204835.6082,724.6645,17391.948,1234.402,29625.648,10493.88351,251853.2042,11.99914233
10,12,22.64509439,71.25594504,428.2112884,1.240596329,826.7558333,19842.14,8500.395146,204009.4835,725.28505,17406.8412,1240.798542,29779.165,10466.47874,251195.4897,14.24088199
10,13,22.64644255,72.07859717,425.7833399,1.246390769,972.3883333,23337.32,8589.608363,206150.6007,728.04305,17473.0332,1241.777604,29802.6625,10559.42902,253426.2964,17.37645577
10,14,22.16702423,72.63178042,413.2072789,1.259612738,808.05875,19393.41,8036.537988,192876.9117,700.87675,16821.042,1215.277646,29166.6635,9952.692383,238864.6172,21.15815515
10,15,22.03486104,74.09071571,407.2805556,1.255146336,826.8070833,19843.37,8600.437713,206410.5051,728.04305,17473.0332,1242.495583,29819.894,10570.97635,253703.4323,24.86567238
10,16,23.30552454,73.88318601,406.8030656,1.245241479,948.3329167,22759.99,8617.584183,206822.0204,729.42205,17506.1292,1245.628583,29895.086,10592.63482,254223.2356,29.37489984
10,17,23.59820481,74.61310207,406.3861907,0.415291226,793.3745833,19040.99,8601.340158,206432.1638,728.18095,17476.3428,1242.756667,29826.16,10572.27778,253734.6666,32.76005657
10,18,23.04429338,76.72040361,398.7616517,0,876.53125,21036.75,8612.943033,206710.6328,730.3184,17527.6416,1247.260354,29934.2485,10590.52179,254172.5229,37.5559379
10,19,22.16330214,76.5848429,411.5469828,0.989737729,810.3045833,19447.31,8588.190233,206116.5656,728.112,17474.688,1243.148292,29835.559,10559.45053,253426.8126,43.26171901
10,20,23.22287106,75.01526945,410.5481765,1.242469758,941.5266667,22596.64,8587.287788,206094.9069,727.49145,17459.7948,1242.560854,29821.4605,10557.34009,253376.1622,48.74908133
10,21,22.91251623,76.87617961,407.5822797,0.552830891,854.02625,20496.63,8615.650371,206775.6089,730.80105,17539.2252,1248.043604,29953.0465,10594.49503,254267.8806,63.43623727
10,22,24.63510822,78.22896481,401.4064447,0.171755999,915.2708333,21966.5,8597.988217,206351.7172,729.83575,17516.058,1244.257896,29862.1895,10572.08186,253729.9647,74.67312123
10,23,25.49749838,77.7214751,401.5163117,0.447878562,948.54375,22765.05,8598.246058,206357.9054,729.28415,17502.8196,1243.735729,29849.6575,10571.26594,253710.3825,85.32350088
10,24,23.13140571,77.53561725,402.8596634,0,979.4625,23507.1,8615.52145,206772.5148,731.07685,17545.8444,1244.453708,29866.889,10591.05201,254185.2482,89.66081949
10,25,22.44941978,80.32329064,417.1860119,0.57628047,874.7641667,20994.34,8616.037133,206784.8912,728.3878,17481.3072,1245.302229,29887.2535,10589.72716,254153.4519,94.87589566
10,26,21.84745435,81.2064583,423.7158285,0,756.7783333,18162.68,8587.416708,206098.001,728.9394,17494.5456,1244.192625,29860.623,10560.54873,253453.1696,102.2090556
10,27,22.51476758,80.93352489,416.5983238,4.92E-07,832.9691667,19991.26,8605.465625,206531.175,728.45675,17482.962,1243.409375,29841.825,10577.33175,253855.962,109.5422156
11,0,25.02258765,47.89759638,406.7496956,2.947257504,1054.798333,25315.16,0,0,4873.386,116961.264,3075.561667,73813.48,7948.947667,190774.744,11.76416292
11,1,24.99812067,52.42308241,407.326337,2.968254045,1173.587917,28166.11,0,0,4869.249,116861.976,3072.950833,73750.82,7942.199833,190612.796,12.52326466
11,2,25.07150725,56.19794873,411.0169415,2.992483524,1109.128333,26619.08,0,0,4860.975,116663.4,3067.729167,73625.5,7928.704167,190288.9,13.76091286
11,3,24.9768156,59.04152915,398.1348721,3.012119606,1126.32625,27031.83,0,0,4794.783,115074.792,3025.955833,72622.94,7820.738833,187697.732,15.81390438
11,4,24.9244895,61.80067743,400.9411328,3.083550203,1218.86,29252.64,0,0,4869.249,116861.976,3072.950833,73750.82,7942.199833,190612.796,17.59646975
11,5,25.07629486,62.15785954,417.1790441,2.865721919,1195.12375,28682.97,0,0,4877.523,117060.552,1156.599167,27758.38,6034.122167,144818.932,19.96627535
11,6,24.77054514,59.50300845,407.807883,2.670482482,1070.38875,25689.33,0,0,5849.718,140393.232,1503.84,36092.16,7353.558,176485.392,22.58748712
11,7,25.91380323,66.06103505,378.1700782,2.627051739,1176.318333,28231.64,0,0,4860.975,116663.4,3067.729167,73625.5,7928.704167,190288.9,23.98709975
11,8,26.5960463,67.2178806,376.9199153,2.64560949,1112.075417,26689.81,0,0,4869.249,116861.976,3072.950833,73750.82,7942.199833,190612.796,28.75058076
11,9,25.34417249,69.24617044,400.8818345,2.725625751,1142.617917,27422.83,0,0,4873.386,116961.264,3075.561667,73813.48,7948.947667,190774.744,34.58246516
11,10,25.05211092,71.98343042,390.1353931,2.795827195,1105.269167,26526.46,0,0,4873.386,116961.264,3075.561667,73813.48,7948.947667,190774.744,44.12860754
11,11,24.83290176,71.24777819,390.4340119,2.906740639,1175.7825,28218.78,0,0,4877.523,117060.552,3080.783333,73938.8,7958.306333,190999.352,53.28395118
11,12,24.89760541,70.89622723,391.6433165,2.951352833,1127.665833,27063.98,0,0,4856.838,116564.112,3065.118333,73562.84,7921.956333,190126.952,66.19783601
11,13,24.93490489,70.49705826,385.7660125,3.006834469,1139.99,27359.76,0,0,4836.153,116067.672,3049.453333,73186.88,7885.606333,189254.552,74.41147165
11,14,24.7215496,69.01055969,382.7762112,3.121047774,1209.323333,29023.76,0,0,4869.249,116861.976,3072.950833,73750.82,7942.199833,190612.796,88.21839608
11,15,24.82723979,70.80640768,384.3425377,3.266664691,1094.125,26259,0,0,4869.249,116861.976,3072.950833,73750.82,7942.199833,190612.796,100.3486866
11,16,24.86548719,72.46212388,388.1060333,3.483390942,1073.335833,25760.06,0,0,4885.797,117259.128,3083.394167,74001.46,7969.191167,191260.588,107.1970929
11,17,24.4441478,73.74250882,393.149336,3.723999117,1031.38125,24753.15,0,0,4678.947,112294.728,2952.8525,70868.46,7631.7995,183163.188,108.1202535
11,18,24.8702931,73.75822635,394.4270325,3.012312258,1170.15625,28083.75,0,0,4687.221,112493.304,2958.074167,70993.78,7645.295167,183487.084,118.6705135
11,19,24.84348408,73.49585681,389.0247845,0.620432492,1080.88875,25941.33,0,0,4881.66,117159.84,3080.783333,73938.8,7962.443333,191098.64,128.5981814
11,20,24.98188449,72.73757129,381.3595779,1.524210006,1257.975833,30191.42,0,0,4877.523,117060.552,3078.1725,73876.14,7955.6955,190936.692,137.3726435
11,21,24.80997255,73.28266481,388.5873462,2.83304051,1089.946667,26158.72,0,0,4865.112,116762.688,3070.34,73688.16,7935.452,190450.848,145.2745175
11,22,24.9973114,75.25152077,384.7567945,2.87813125,1213.826667,29131.84,0,0,4881.66,117159.84,3080.783333,73938.8,7962.443333,191098.64,149.6347975
11,23,24.96012313,77.43597821,395.3360752,3.006768247,1188.750833,28530.02,0,0,4881.66,117159.84,3080.783333,73938.8,7962.443333,191098.64,152.2444216
11,24,24.91834628,79.15455784,391.027796,3.162777351,1144.385,27465.24,0,0,4873.386,116961.264,3075.561667,73813.48,7948.947667,190774.744,153.2840167
11,25,24.7648156,76.71846622,385.9699227,3.087376191,1061.279583,25470.71,0,0,4865.112,116762.688,3067.729167,73625.5,7932.841167,190388.188,158.8946107
11,26,24.48239765,77.61605091,392.7054655,3.008528728,1128.845833,27092.3,0,0,4885.797,117259.128,3083.394167,74001.46,7969.191167,191260.588,162.4793769
11,27,24.51416,78.31772722,394.0651511,3.125518738,1092.5175,26220.42,0,0,4881.66,117159.84,3080.783333,73938.8,7962.443333,191098.64,164.1502998
12,0,25.75277766,52.42180564,478.5416667,0.78261979,544.7083333,13073,8614.490083,206747.762,729.69785,17512.7484,1246.672917,29920.15,10590.86085,254180.6604,0.55485317
12,1,25.81737592,54.71005906,494.1993371,0.800492833,576.75,13842,8324.418208,199786.037,3043.5909,73046.1816,1208.946375,29014.713,12576.95548,301846.9316,3.228855158
12,2,26.43543933,50.85020264,390.5840278,0.816051467,416.5416667,9997,0,0,3606.085,86546.04,4203.441667,100882.6,7809.526667,187428.64,3.380778288
12,3,26.85582241,48.16053546,389.3547134,0.775112798,416.5416667,9997,0,0,3454.395,82905.48,4183.860417,100412.65,7638.255417,183318.13,3.557659214
12,4,26.30511579,53.42085236,424.6944444,0.666518296,416.5416667,9997,0,0,3619.875,86877,4203.441667,100882.6,7823.316667,187759.6,3.846427163
12,5,26.28356786,54.4885098,416.9354167,0.516497018,416.5416667,9997,0,0,3612.98,86711.52,4203.441667,100882.6,7816.421667,187594.12,3.902475284
12,6,26.04759102,55.67572847,442.2757283,0.363972116,416.5416667,9997,0,0,3612.98,86711.52,4183.860417,100412.65,7796.840417,187124.17,3.915556236
12,7,26.77474445,54.32682329,451.1972222,0.571381367,416.5416667,9997,0,0,3626.77,87042.48,4203.441667,100882.6,7830.211667,187925.08,3.922565371
12,8,26.60486279,58.13644749,439.3736111,0.797075949,416.5416667,9997,0,0,3626.77,87042.48,4203.441667,100882.6,7830.211667,187925.08,4.168728347
12,9,26.83061702,53.65351697,398.6777778,0.806005542,416.5416667,9997,0,0,3606.085,86546.04,4203.441667,100882.6,7809.526667,187428.64,5.21263325
12,10,26.51131222,57.03041451,419.2854167,0.81524864,416.5416667,9997,0,0,3619.875,86877,4170.80625,100099.35,7790.68125,186976.35,6.305091234
12,11,26.507866,58.04304858,566.8486111,0.827528072,416.5416667,9997,0,0,3626.77,87042.48,4203.441667,100882.6,7830.211667,187925.08,10.33965613
12,12,26.45415942,58.40871173,485.9638889,0.841174728,416.5416667,9997,0,0,3626.77,87042.48,4196.914583,100725.95,7823.684583,187768.43,10.8236939
12,13,26.80389209,56.32549508,468.65,0.858240829,416.5416667,9997,0,0,3626.77,87042.48,4183.860417,100412.65,7810.630417,187455.13,12.56319763
12,14,26.62442557,59.21726087,455.2923611,1.211238797,416.5416667,9997,0,0,3626.77,87042.48,4196.914583,100725.95,7823.684583,187768.43,14.99178426
12,15,26.40522188,63.43582425,405.564807,1.749112869,448.5833333,10766,0,0,3626.77,87042.48,4203.441667,100882.6,7830.211667,187925.08,18.6911798
12,16,26.17548599,66.76486164,392.7895833,1.765469833,416.5416667,9997,0,0,3606.085,86546.04,4203.441667,100882.6,7809.526667,187428.64,23.98884738
12,17,26.32930547,68.08788775,380.4611111,1.785100396,416.5416667,9997,0,0,3619.875,86877,4183.860417,100412.65,7803.735417,187289.65,34.15870237
12,18,26.30140137,70.18616399,392.9287247,1.834865673,416.5416667,9997,0,0,868.77,20850.48,4203.441667,100882.6,5072.211667,121733.08,38.75393937
12,19,26.11991924,72.67422458,397.4685484,1.887940471,416.5416667,9997,0,0,2758,66192,0,0,2758,66192,48.26650109
12,20,26.12901506,73.12911234,398.8454861,1.908525278,416.5416667,9997,0,0,3606.085,86546.04,4203.441667,100882.6,7809.526667,187428.64,57.68139111
12,21,26.18131933,72.77332246,407.7504861,1.953268484,416.5416667,9997,0,0,3626.77,87042.48,4183.860417,100412.65,7810.630417,187455.13,62.47175392
12,22,26.28810576,73.90947065,418.8077801,1.998227925,416.5416667,9997,0,0,3626.77,87042.48,4196.914583,100725.95,7823.684583,187768.43,71.57454133
12,23,26.28215271,73.02433226,382.879867,2.05716027,416.5416667,9997,0,0,3619.875,86877,4203.441667,100882.6,7823.316667,187759.6,81.26148602
